0.000000	3.31698E+00	2.88182E-01
0.151579	3.12688E+00	2.77381E-01
0.303158	2.72574E+00	2.66982E-01
0.454737	2.09675E+00	2.29081E-01
0.606316	1.32030E+00	1.79585E-01
0.757895	6.00277E-01	1.39391E-01
0.909474	1.57846E-01	8.94381E-02
0.025263	3.31106E+00	2.87707E-01
0.176842	3.07088E+00	2.75362E-01
0.328421	2.64055E+00	2.64003E-01
0.480000	1.96892E+00	2.19598E-01
0.631579	1.19674E+00	1.73583E-01
0.783158	4.97586E-01	1.31437E-01
0.934737	1.18718E-01	8.03720E-02
0.050526	3.29350E+00	2.86441E-01
0.202105	3.01094E+00	2.73632E-01
0.353684	2.54809E+00	2.59728E-01
0.505263	1.83819E+00	2.10124E-01
0.656842	1.07429E+00	1.67380E-01
0.808421	4.07018E-01	1.23238E-01
0.960000	8.80999E-02	7.07242E-02
0.075789	3.26419E+00	2.84548E-01
0.227368	2.94692E+00	2.72080E-01
0.378947	2.44702E+00	2.53935E-01
0.530526	1.70651E+00	2.01077E-01
0.682105	9.51523E-01	1.60873E-01
0.833684	3.29037E-01	1.14909E-01
0.985263	6.35632E-02	6.05525E-02
0.101053	3.22498E+00	2.82221E-01
0.252632	2.87838E+00	2.70610E-01
0.404211	2.33731E+00	2.46664E-01
0.555789	1.57560E+00	1.92908E-01
0.707368	8.29893E-01	1.54090E-01
0.858947	2.62589E-01	1.06528E-01
1.010526	4.14000E-02	5.00000E-02
0.126316	3.17857E+00	2.79727E-01
0.277895	2.80479E+00	2.69035E-01
0.429474	2.22007E+00	2.38232E-01
0.581053	1.44656E+00	1.85834E-01
0.732632	7.12180E-01	1.46962E-01
0.884211	2.05829E-01	9.80833E-02
