0.000000	3.86136E+00	2.78144E-01
0.151579	3.60272E+00	2.78671E-01
0.303158	3.15627E+00	2.61440E-01
0.454737	2.60443E+00	2.44006E-01
0.606316	1.95308E+00	2.08841E-01
0.757895	1.09473E+00	1.45668E-01
0.909474	2.43097E-01	8.94817E-02
0.025263	3.85419E+00	2.78168E-01
0.176842	3.52602E+00	2.76614E-01
0.328421	3.07561E+00	2.59310E-01
0.480000	2.49681E+00	2.39748E-01
0.631579	1.83889E+00	2.00514E-01
0.783158	9.06470E-01	1.35250E-01
0.934737	1.75688E-01	8.02342E-02
0.050526	3.83205E+00	2.78424E-01
0.202105	3.45062E+00	2.73650E-01
0.353684	2.99126E+00	2.57142E-01
0.505263	2.38871E+00	2.34919E-01
0.656842	1.71826E+00	1.90954E-01
0.808421	7.28985E-01	1.25456E-01
0.960000	1.23009E-01	7.04420E-02
0.075789	3.79391E+00	2.78999E-01
0.227368	3.37816E+00	2.70225E-01
0.378947	2.90268E+00	2.54566E-01
0.530526	2.28053E+00	2.29359E-01
0.682105	1.58759E+00	1.80103E-01
0.833684	5.70414E-01	1.16138E-01
0.985263	7.87135E-02	6.02678E-02
0.101053	3.74108E+00	2.79570E-01
0.252632	3.30667E+00	2.66853E-01
0.404211	2.80896E+00	2.51450E-01
0.555789	2.17208E+00	2.23105E-01
0.707368	1.44226E+00	1.68450E-01
0.858947	4.37035E-01	1.07160E-01
1.010526	3.36000E-02	5.00000E-02
0.126316	3.67607E+00	2.79609E-01
0.277895	3.23321E+00	2.63895E-01
0.429474	2.70928E+00	2.47892E-01
0.581053	2.06335E+00	2.16282E-01
0.732632	1.27798E+00	1.56783E-01
0.884211	3.29118E-01	9.83573E-02
